performance_id,arrangement_id
50118371_2285969442, 3770034_3770034
501874850_1798681828, 3772190_3772190
502758637_2005010405, 3769643_3769643
504073037_1548329393, 3770948_3770948
505893711_2130987920, 3771611_3771611
506903711_2005296497, 3770202_3770202
506903711_2070671842, 3771116_3771116
508788622_2340313035, 3772162_3772162
508932076_1837505272, 3772205_3772205
508932076_1859963094, 3770431_3770431
508932076_2048871114, 3771749_3771749
508932076_2131335519, 3771478_3771478
510221874_1754875171, 3769643_3769643
511322078_1797062760, 3770948_3770948
513581011_2038275270, 3770668_3770668
518716641_1978466999, 3769666_3769666
535714192_2023870857, 3770377_3770377
536361278_1575692128, 3770994_3770994
53663215_1730735785, 3772221_3772221
536855636_2063556800, 3770532_3770532
536855636_2184145379, 3770532_3770532
538398037_1998258363, 3769836_3769836
541775563_1613837371, 3770326_3770326
543457763_1974206537, 3769776_3769776
544169967_2234726922, 3770762_3770762
545050573_2090009818, 3770181_3770181
54932280_1996063255, 3769477_3769477
550330631_1644875092, 3770847_3770847
552542860_1721092204, 3769942_3769942
552542860_1917359617, 3771374_3771374
562681263_1596109666, 3770803_3770803
563709256_1633693375, 3770996_3770996
563709256_1723602866, 3770996_3770996
564404853_1864829180, 3769415_3769415
56522049_2251724137, 3769643_3769643
566026763_1961826754, 3770922_3770922
567264819_1799379202, 3770532_3770532
568402279_2075012310, 3771936_3771936
56870073_1663204689, 3771734_3771734
574571224_2015350601, 3769643_3769643
581273163_1967582326, 3771821_3771821
58433958_1988569413, 3771474_3771474
587166453_1765944594, 3769425_3769425
588026645_1675384932, 3769643_3769643
589131535_1731025422, 3769699_3769699
589131535_1799560615, 3771171_3771171
589131535_2220885555, 3770548_3770548
589586259_1734797996, 3769357_3769357
591001585_1937358170, 3769415_3769415
592769194_2193684445, 3769458_3769458
593179828_2007620515, 3771478_3771478
593933150_1977170132, 3769458_3769458
596868984_1595667313, 3769823_3769823
59938883_1674249098, 3771767_3771767
59938883_1948300718, 3771767_3771767
601104884_1879082194, 3771800_3771800
605569177_1628828867, 3772088_3772088
60885152_1776315099, 3771478_3771478
60885152_2106984060, 3771981_3771981
60885152_2107021218, 3771478_3771478
611581463_1596600116, 3769836_3769836
613209974_2075006696, 3769607_3769607
613239764_1754974367, 3771162_3771162
613511522_1767930149, 3769357_3769357
613640258_2082916095, 3770532_3770532
618517515_1947173508, 3770532_3770532
620910568_2216161879, 3769499_3769499
621583757_1902905109, 3769447_3769447
62476039_1673497449, 3770535_3770535
62476039_1763202675, 3770037_3770037
62476039_1763243527, 3770326_3770326
62476039_2150599295, 3770431_3770431
62476039_2150664379, 3769643_3769643
628655574_2293410771, 3769411_3769411
630350063_1615884551, 3770961_3770961
630350063_2065854702, 3770152_3770152
631151130_1707426581, 3769314_3769314
633027439_1742404184, 3769696_3769696
635751142_2085033788, 3770207_3770207
642937733_1600259131, 3770679_3770679
646830040_1765257451, 3770532_3770532
648831491_2016650169, 3769458_3769458
655621282_1942936854, 3771478_3771478
655713767_2091765854, 3770668_3770668
65981812_2176750031, 3771926_3771926
65981812_2226495090, 3771926_3771926
659949005_1678082727, 3769810_3769810
66032863_2169718455, 3769643_3769643
661872115_2123748201, 3769380_3769380
662794841_1618352334, 3769836_3769836
666251103_1650095118, 3772212_3772212
666251103_2238240659, 3769730_3769730
670599162_2220199078, 3771107_3771107
670599162_2223143332, 3771107_3771107
670599162_2234292899, 3769411_3769411
676296222_1927464944, 3770551_3770551
679330233_1620770101, 3771208_3771208
67995151_1799566723, 3769655_3769655
682070181_1628460811, 3771195_3771195
68318964_1640355907, 3769643_3769643
683304364_1847499061, 3769643_3769643
684302257_2140943195, 3771494_3771494
684347989_1937694329, 3772190_3772190
684347989_2227253593, 3772190_3772190
68677779_2194105857, 3769319_3769319
689020863_1864847488, 3770900_3770900
692221520_2139921916, 3770496_3770496
696169969_2216175468, 3769643_3769643
698030021_2195305425, 3769411_3769411
709734755_1955074093, 3770668_3770668
719707996_1872110620, 3771922_3771922
719707996_2005634574, 3771478_3771478
725556323_1976430666, 3772049_3772049
728584200_1990518562, 3770458_3770458
733973761_1892298622, 3771800_3771800
73575866_1752252650, 3771697_3771697
73828161_2051863248, 3771926_3771926
748781099_2165037289, 3769411_3769411
748965931_2114037546, 3771792_3771792
754711829_2032241259, 3771825_3771825
759606928_1967083517, 3772033_3772033
759953557_1667843599, 3770458_3770458
759953557_1680960216, 3769696_3769696
759953557_1748906582, 3769882_3769882
764068266_2000751683, 3769319_3769319
764068266_2122989990, 3770245_3770245
764068266_2253084770, 3769841_3769841
764068266_2312245024, 3771644_3771644
766395535_2363351693, 3771902_3771902
771184330_2163158585, 3771478_3771478
772245744_2278371944, 3770431_3770431
773534850_1754610443, 3771926_3771926
775276212_1900414945, 3771377_3771377
775276212_1900422139, 3771377_3771377
777835423_2051951959, 3771498_3771498
781706269_1674819663, 3770789_3770789
78222801_2164680204, 3769882_3769882
787026389_1925618581, 3772078_3772078
787026389_1945345851, 3771478_3771478
787026389_2044075502, 3771413_3771413
788918005_1979289953, 3785111_3785111
789517882_1942021930, 3770959_3770959
791367355_2039379651, 3769810_3769810
791367355_2039407830, 3769810_3769810
791476040_1746920998, 3770363_3770363
791476040_1832552569, 3770640_3770640
791476040_1934748014, 3770258_3770258
791476040_1934785984, 3769995_3769995
791476040_1937572398, 3770691_3770691
791476040_2041636823, 3769643_3769643
791476040_2048712868, 3771497_3771497
791476040_2065813937, 3771793_3771793
791476040_2070598390, 3769696_3769696
791476040_2092282839, 3770800_3770800
791476040_2242712548, 3770981_3770981
796335467_2244649057, 3771283_3771283
797687517_1553582308, 3769596_3769596
799186077_1799625262, 3771436_3771436
799344980_1971574083, 3770333_3770333
800049131_1649098576, 3772205_3772205
800175769_2104607575, 3771391_3771391
80023482_1850352016, 3770023_3770023
80023482_2097345259, 3770585_3770585
802164276_2301172317, 3772078_3772078
80299242_1920048912, 3772081_3772081
806461249_1914958414, 3771645_3771645
806461249_1974016959, 3770922_3770922
806727254_1752919490, 3770695_3770695
810342018_2206197410, 3771723_3771723
810621861_2036617513, 3771626_3771626
811395167_1525092188, 3769619_3769619
811395167_1752290743, 3771456_3771456
811395167_1917373264, 3770517_3770517
811395167_1929914072, 3771340_3771340
819316110_2068065317, 3771973_3771973
82109616_1558724219, 3770207_3770207
826441917_2029983888, 3770649_3770649
82672188_1566900995, 3771478_3771478
82866049_1848704567, 3772024_3772024
82866049_1951168299, 3771225_3771225
831564232_1678140685, 3770700_3770700
835286594_1582348531, 3772145_3772145
837014493_1652389786, 3771800_3771800
837014493_1707728393, 3771295_3771295
838785317_1950128788, 3771478_3771478
84039072_1929582919, 3770431_3770431
84039072_2216656501, 3771391_3771391
84039072_2222768647, 3770403_3770403
844708693_2055004449, 3772162_3772162
84548393_1523031800, 3769643_3769643
845559536_1876538967, 3770920_3770920
845559536_2005427759, 3770943_3770943
851232568_2185899078, 3771734_3771734
851232568_2187871707, 3771734_3771734
853941269_1675831733, 3770803_3770803
85644449_1864705663, 3769415_3769415
85806856_2183836399, 3769448_3769448
85806856_2183863318, 3769465_3769465
85806856_2208729750, 3770469_3770469
858829521_1988443222, 3770352_3770352
85988560_1652160092, 3769568_3769568
85988560_1707986164, 3769568_3769568
85988560_1852294690, 3769568_3769568
85988560_2085603893, 3769568_3769568
861303890_1914915514, 3771474_3771474
861873662_1888782127, 3770803_3770803
862745325_1805333243, 3772206_3772206
86323464_1798797890, 3770782_3770782
863638897_2007616199, 3771708_3771708
86811403_2205344525, 3771116_3771116
86811403_2205358173, 3771116_3771116
868821511_1631211632, 3771927_3771927
87311659_1675605606, 3771173_3771173
87311659_1859953095, 3769745_3769745
876374748_2097124372, 3770668_3770668
876445360_1849355487, 3769738_3769738
88255145_2342312884, 3770017_3770017
885204644_1771275512, 3769882_3769882
887881632_1830190717, 3770300_3770300
887881632_1903996688, 3770641_3770641
887881632_1983595649, 3770829_3770829
890398854_1656339982, 3772088_3772088
891523458_1617558654, 3769841_3769841
89305274_1683889933, 3769390_3769390
894256958_1930398315, 3769836_3769836
895790552_2007498015, 3772039_3772039
895790552_2007729913, 3772039_3772039
895790552_2007734514, 3772039_3772039
895790552_2007849494, 3772039_3772039
895790552_2007902546, 3772039_3772039
895790552_2009862163, 3772039_3772039
896371257_2089261338, 3769415_3769415
89694558_1702090986, 3770761_3770761
89694558_1755057987, 3771478_3771478
90098724_1947863094, 3770094_3770094
907586203_2252812625, 3772162_3772162
908974396_1731290688, 3769841_3769841
908974396_1864668077, 3770948_3770948
909253950_1817450010, 3769565_3769565
913936875_1944645429, 3770258_3770258
91575098_1880527439, 3771660_3771660
91575098_1933116891, 3770098_3770098
91942908_2237982374, 3772144_3772144
921190469_1962091788, 3769590_3769590
92137089_1821426275, 3769643_3769643
923015003_2097938119, 3771478_3771478
924997760_2133647498, 3770671_3770671
924997760_2178842041, 3771377_3771377
926400698_2045969580, 3771116_3771116
926400698_2046043570, 3771116_3771116
926400698_2046126904, 3771116_3771116
927392813_1847625269, 3771107_3771107
928326675_2008785253, 3770532_3770532
929571874_1837572724, 3771793_3771793
929571874_1839889087, 3771789_3771789
937772680_2226870754, 3770803_3770803
938633807_1739110644, 3769643_3769643
938633807_1746935779, 3771451_3771451
941788626_1746352995, 3769899_3769899
943768962_1636979409, 3769661_3769661
94531748_2065896301, 3771821_3771821
948818447_1969314778, 3769643_3769643
95071201_1565408392, 3770532_3770532
952082988_2171809305, 3769777_3769777
956291927_1983634849, 3771478_3771478
957082413_1578369197, 3769841_3769841
958600586_2200599533, 3769882_3769882
958760226_1945168491, 3772190_3772190
959677875_2005160200, 3770303_3770303
960143310_1942309570, 3769932_3769932
962372793_2128641759, 3772070_3772070
962688553_1678381346, 3770457_3770457
967753340_1561068576, 3770458_3770458
967753340_2053297304, 3769917_3769917
967753340_2062997904, 3769637_3769637
968874091_1942007855, 3769643_3769643
970627749_1842494707, 3771478_3771478
971314399_1839611093, 3771823_3771823
972423821_1728387331, 3771347_3771347
972423821_1741603140, 3771347_3771347
972710129_1942152600, 3771760_3771760
97796639_2123023414, 3769415_3769415
98164128_1687156493, 3769643_3769643
982027444_2077941820, 3771629_3771629
984573254_1979335870, 3771903_3771903
986268167_2316444813, 3770061_3770061
987364857_2257992079, 3772190_3772190
989664960_2010503664, 3770789_3770789
990438724_2121377925, 3770431_3770431
997203920_1855200632, 3769899_3769899
999315696_1712999232, 3770532_3770532
999628253_1573079046, 3770978_3770978
999628253_1626001839, 3770683_3770683
999628253_1626046149, 3771225_3771225
999628253_1626079743, 3770428_3770428
